request_id,quote_id,quote_price,hired,pro_id
281,39483813,150,0,15085469
282,38176946,45,0,15859414
285,38076135,32.5,0,7537759
285,38074996,199,0,10897618
285,38075900,130,0,11734748
285,38075248,140,0,10996227
285,38078196,140,0,12726087
286,39119532,135,1,598892
287,38674974,NA,0,9646871
287,38703099,350,0,14782235
288,37813730,NA,1,7542497
288,39658182,389,0,16770094
289,38194326,365,1,59158
289,38193081,625,0,5823987
289,38189186,NA,0,5536109
289,38191356,NA,0,16087547
289,39654908,342,0,16766820
290,38498374,375,0,10617673
290,39654909,349,0,16766821
291,38797337,480,0,276936
291,38806516,NA,0,13368627
293,38091298,85,0,15814426
294,38627146,25,0,8457199
296,38549559,450,1,6250063
296,38549713,255,0,697744
296,39654910,355,0,16766822
297,39542723,NA,1,5776992
297,39552933,650,0,16579401
298,38789395,NA,1,12282080
298,38813569,NA,0,1763807
300,39512749,NA,0,5946838
300,39488225,NA,1,5507135
300,39488358,NA,0,3695997
300,39542609,NA,0,13259690
300,39488143,NA,0,15659018
303,37876137,60,0,15465254
303,37846151,72,0,12250098
303,37847219,50,0,15395832
303,37845442,80,1,15341158
304,39351648,255,0,14804019
304,39352029,135,0,13887463
304,39353644,160,0,12106740
305,39150127,NA,0,7228051
305,39150049,NA,1,1153624
305,39163548,NA,0,7058940
305,39173173,NA,0,3244432
305,39158788,NA,0,8264348
306,39604374,85,0,12899269
306,39471720,30,0,15479352
308,37911915,0,0,6597099
308,37907388,200,0,15127159
309,39554733,480,0,276936
309,39555123,NA,0,14462289
309,39556073,NA,0,4979660
310,39438364,NA,1,2780245
310,39439050,NA,0,8399277
311,38550477,NA,0,13094078
311,38550199,NA,1,14084714
312,38854936,30,0,122530
312,38855556,298,0,5202928
312,38862878,180,1,16494886
314,38140158,NA,1,585510
314,38198760,NA,0,12869882
314,39654911,352,0,16766823
315,38650566,NA,0,7228051
315,38673253,NA,0,15889744
315,38634838,NA,1,8523875
317,38916140,139,0,11734748
317,38912665,150,1,13459690
318,38154489,0,1,13059507
319,37790366,185,1,4022948
320,39428054,NA,1,16219149
320,39429494,NA,0,5536109
321,38494439,149,0,10897618
321,38489038,119,0,15863205
321,38493551,100,0,11060723
322,38357537,NA,0,7809657
322,38359246,NA,0,5545490
322,38360127,NA,0,127398
322,38357934,NA,0,7834843
322,39654912,321,0,16766824
323,39556982,NA,0,5783620
323,39606527,120,0,10164102
323,39556893,NA,1,10072204
323,39658183,426,0,16770095
324,38818443,1590,0,10882733
324,38811304,NA,1,1315718
324,38820217,NA,0,13598717
324,38818611,NA,0,13109248
324,39654913,343,0,16766825
325,37838490,655,0,2973648
325,37889208,NA,0,12998359
325,37834670,NA,0,13511352
326,37773785,NA,0,6744989
326,39658184,405,0,16770096
329,38370607,269,0,14478796
329,38370535,0,1,10711451
330,39147469,60,1,12346423
332,38380468,NA,0,8411521
332,38380889,NA,0,7542497
334,38187839,NA,0,11796632
334,38194624,400,0,276936
334,38187730,480,0,3971673
334,39654914,398,0,16766826
335,37851112,60,0,978838
335,37872222,220,1,13897989
335,37866652,150,0,11044597
336,39287210,NA,0,10072204
336,39292897,NA,0,5783620
336,39283457,NA,0,5423509
338,38218320,NA,0,7237644
338,38218644,NA,0,4544442
338,38219105,NA,0,14126802
338,38236053,NA,0,2349006
338,38218596,NA,0,15376376
339,39039870,225,0,1137848
339,39041743,NA,0,7542497
339,39039633,NA,1,8411521
339,39654915,372,0,16766827
340,38185405,NA,1,3695997
340,39656382,371,0,16768294
341,38254211,100,1,16251669
342,37833279,250,0,3274034
342,37831758,225,0,13282358
342,37855015,95,0,16133436
344,37914694,NA,1,1763807
344,37904851,NA,0,14131973
344,39654916,400,0,16766828
345,39513305,113,1,1646950
346,38183865,NA,0,7975962
346,39654917,354,0,16766829
347,38971888,100,0,2290963
348,38541509,30,0,16283699
348,38626298,175,0,8503999
348,38542259,500,1,10168779
348,38543062,20,0,2743790
349,39409233,NA,1,6427711
349,39440469,NA,0,6183916
350,38651600,NA,1,5783620
351,39090402,NA,0,14032955
351,39055882,NA,0,13156381
352,38824958,NA,0,13498826
352,38787328,NA,0,851539
352,38788438,NA,0,6122252
352,39654918,358,0,16766830
353,39109378,29.99,1,4766977
354,38944288,NA,0,5536109
356,38891273,NA,0,13368627
356,38896902,480,1,276936
357,39002862,NA,0,2612614
357,39654919,356,0,16766831
359,39654920,336,0,16766832
360,38418237,300,0,9619673
360,38417526,275,1,12909574
360,38417964,350,0,11438184
361,38007150,199,0,506617
361,38018697,NA,0,5123959
361,38012971,250,0,10617673
362,39371036,NA,0,7769801
362,39370950,NA,0,5864613
363,38890323,NA,0,9385679
363,39654921,343,0,16766833
364,39251835,200,0,10154856
364,39259429,180,1,12726087
364,39228010,299,0,10897618
365,38295131,NA,0,7228051
365,38289938,NA,0,5328238
365,39654922,401,0,16766834
367,38079489,175,0,12911839
367,38114506,140,1,14178867
367,38094843,18,0,14406626
368,37943825,NA,0,12765527
368,37941162,NA,0,15004583
368,37940397,180,1,15833148
368,37950575,NA,0,13458533
368,37940118,NA,0,11483731
369,38699645,345,0,5015135
369,38699370,495,0,95758
369,38699181,NA,0,6521959
369,38699341,NA,0,11189445
370,38048795,120,0,9554650
371,37763607,NA,0,1763807
371,37750719,NA,0,14131973
372,37950084,NA,0,9356364
372,37953319,NA,0,5722837
372,37949320,NA,1,6015794
372,37965091,NA,0,3599853
373,38683256,130,0,13715403
373,38634399,75,1,10897618
374,38633005,900,0,3976941
374,39654923,349,0,16766835
376,38319249,145,0,10115423
376,38319526,200,0,16290558
376,38319131,0,1,15978758
377,37744041,0,0,14707556
377,37744561,120,1,8807072
378,37778178,NA,0,15333897
379,39214740,225,0,13730275
379,39215065,245,1,520900
380,39530539,125,0,6519717
381,38782071,NA,0,4140740
382,38889416,90,1,630036
383,38088589,180,1,10193810
383,38204164,250,0,16194021
385,39324455,NA,0,2576188
385,39327228,NA,0,11020751
385,39324619,NA,0,9526087
385,39654924,385,1,16766836
386,39347356,230,0,13416230
386,39334109,NA,0,10237312
388,38911190,375,0,95758
388,38889681,NA,0,6521959
388,38888507,385,1,5015135
388,38910143,265,0,6243754
389,39654925,339,0,16766837
390,39138970,NA,0,219602
390,39140904,85,0,5021089
390,39152757,NA,0,14126802
390,39149395,NA,0,9544229
390,39141204,NA,0,7237644
391,38492439,NA,0,13259690
391,38465258,400,0,14917370
391,39654926,321,0,16766838
394,37781564,495,0,2923577
395,38539977,NA,0,16283699
396,39000261,160,0,3360030
396,39011318,165,0,217083
396,38994880,250,0,13316379
396,38994837,200,0,4503921
398,39281057,NA,1,3124320
398,39281765,NA,0,6811639
400,39512266,NA,0,10267233
400,39654927,353,0,16766839
401,37972627,149,0,9921801
401,37975010,NA,0,13094078
401,37989190,NA,0,16110715
401,39654928,379,0,16766840
402,38136340,NA,1,11167421
402,39654929,383,0,16766841
403,37938066,100,0,15360708
403,37925161,160,1,11734748
403,37925479,120,0,9524246
404,38140541,NA,0,6543335
404,38216512,NA,0,12120744
404,38140641,NA,0,7473778
404,39656383,378,0,16768295
405,37806258,NA,0,2646809
405,37801852,NA,0,15842518
405,37802131,235,0,8095744
407,39035331,NA,0,14126802
407,39024626,NA,1,9544229
407,39024808,NA,0,15376376
408,39460007,NA,0,2576188
408,39458544,NA,0,8411521
408,39477260,125,0,427677
408,39654930,393,0,16766842
409,38054256,325,0,4683548
409,38022453,NA,0,552191
410,39275936,NA,0,15271200
410,39276987,NA,0,16543634
411,38394745,NA,0,12821195
411,38434561,NA,0,15856092
411,39658185,401,0,16770097
412,38092282,NA,0,5783620
412,39658186,414,0,16770098
413,38836387,135,0,11418100
414,39475898,NA,0,12120744
414,39474164,NA,1,6543335
415,38262157,325,0,9416286
415,38263446,335,1,5015135
415,38271143,NA,0,1824265
415,38262327,NA,0,11189445
416,39654931,324,0,16766843
417,38558676,NA,0,15079889
417,39658187,447,0,16770099
418,39381863,99,0,12686709
418,39376733,120,1,10372338
419,39324804,NA,0,5021089
419,39331859,NA,0,7237644
419,39335795,NA,0,2349006
419,39324578,NA,0,9544229
419,39325639,NA,0,549873
420,38305240,220,0,1990310
420,38314264,150,0,14123010
420,38304602,120,1,8669715
421,39075600,NA,0,10164102
421,39076643,NA,0,9975963
421,39108568,NA,0,6119172
421,39099477,NA,1,5783620
421,39076097,199,0,15015758
423,39277655,NA,1,16181739
423,39658188,391,0,16770100
424,39310942,113,0,1646950
426,39236810,NA,0,8411521
426,39237104,NA,0,7542497
426,39242644,NA,0,9100623
426,39313343,135,0,427677
426,39656384,369,0,16768296
428,38034497,120,1,12561709
428,38034825,460,0,9495527
430,38144205,175,0,2748821
430,38160102,150,1,8510658
430,38180972,NA,0,5536109
431,38980330,NA,0,13368627
433,39317079,NA,0,2922236
433,39319190,NA,0,512253
433,39654932,401,0,16766844
434,38560849,NA,0,15842518
434,38568388,NA,0,6258650
434,38560768,NA,1,5836949
435,39463498,85,1,16720067
436,37772618,150,0,15941830
436,37772752,75,0,8226532
437,39404821,580,0,3732482
437,39387221,900,0,3976941
437,39658189,407,1,16770101
438,38234521,NA,0,6966171
438,38234500,NA,0,13458533
438,38236734,295,0,12290814
440,38887663,130,1,15810979
441,38701125,480,0,276936
441,38729199,NA,0,13368627
442,38041575,NA,0,8087228
442,38042000,NA,0,5545490
442,38044753,NA,0,7834843
442,38041584,NA,0,7809657
442,38042171,NA,0,12879198
445,38239389,NA,1,10072204
445,38242167,NA,0,10377759
445,38218554,NA,0,5783620
446,37774224,250,0,3976941
447,38377700,NA,1,7809657
447,38367644,NA,0,7834843
448,39263517,120,0,14556098
449,38168491,290,0,9858241
450,39508140,100,0,16210245
451,38893882,NA,0,5536109
451,38895157,NA,0,6427711
451,38897977,345,0,59158
451,38893709,225,1,2748821
451,39656385,371,0,16768297
452,39309471,185,1,3101719
453,39518498,220,0,8877658
453,39518589,89,1,4731190
453,39518992,470,0,3971673
453,39656386,374,0,16768298
454,37981198,NA,1,13034456
454,37981528,NA,0,12322208
454,37981320,NA,0,712920
455,38739621,NA,0,2780245
455,38739711,NA,0,8399277
455,38739980,NA,0,8430079
455,38740784,NA,0,2130578
455,38739322,340,1,9858241
456,39527514,100,0,9489549
459,38185048,595,0,5015135
459,38184403,NA,0,5722837
459,39654933,346,0,16766845
460,37848165,NA,0,14830113
460,37830829,110,0,126708
461,38147049,NA,0,5836949
461,38132505,NA,1,5918823
461,39654934,363,0,16766846
464,39363688,130,0,5462583
464,39333090,125,0,16292082
464,39330024,139,0,8764809
466,38711815,NA,0,450909
466,38726857,NA,0,6710850
466,39654935,370,0,16766847
467,37798110,420,1,8236715
467,39658190,457,0,16770102
468,38919914,NA,0,7151494
468,38920264,NA,0,4710058
469,39110642,325,0,9824342
469,39106410,0,0,10711451
470,38676541,NA,0,4525178
470,39654936,344,0,16766848
471,38047009,140,0,13633737
471,38056025,90,0,15275646
471,38050968,180,0,10411763
471,38101706,80,0,16189651
471,38046028,75,0,15896024
475,38836371,NA,0,6744989
475,38836507,70,0,8436720
475,38838519,NA,1,5561908
475,38839390,NA,0,13074493
476,38419489,220,0,3732482
480,39603411,125,0,3664302
480,39500305,175,0,2753529
480,39499244,300,1,9163989
482,38128121,NA,0,7182917
483,38887541,NA,1,10962393
484,38303882,NA,0,14662975
484,38303840,NA,0,5824107
484,38304391,NA,0,10701519
484,39654937,320,0,16766849
485,38168032,82,0,10833867
485,38167264,175,0,5941479
486,37928655,25,1,14421597
486,37935241,98,0,4529039
487,38427755,60,1,15481374
488,38173819,500,1,6005057
489,38993384,125,0,16292082
489,38975741,200,0,7208821
490,38955899,230,0,15401424
491,38446990,NA,0,15889744
491,38499562,NA,1,2186516
491,38446951,NA,0,1153624
491,38445464,NA,0,7228051
491,38445047,NA,0,7058940
493,38320440,300,1,5776992
493,38263290,300,0,10558441
494,38058112,75,0,16010545
494,38050403,100,0,16223974
494,38049716,119,1,14589340
494,38049903,100,0,16210653
494,38049864,80,0,13447352
495,37987703,NA,1,8907850
497,38756947,NA,0,5776992
497,38791554,NA,0,6862922
498,38882589,345,1,5015135
498,38896834,NA,0,16517275
498,38896429,275,0,9774564
498,38911699,450,0,95758
498,38885380,NA,0,6521959
499,39386078,299,0,5121968
499,39384768,NA,0,8789502
500,39025154,NA,0,12132203
500,39025081,NA,0,14460592
500,39025070,NA,0,12258477
500,39025107,NA,1,12227844
500,39025131,NA,0,1922972
501,38648981,NA,1,5783620
501,38651153,NA,0,10164102
501,38687226,NA,0,7963608
502,38297744,NA,0,10164102
502,38289389,NA,1,5783620
502,38305543,NA,0,10072204
503,38280500,NA,0,16302199
503,38291734,NA,0,1763807
503,38284048,NA,0,14131973
