request_id,quote_id,quote_price,hired,pro_id
3676,39233619,NA,1,6427711
3677,37849492,325,0,4683548
3677,39656554,338,0,16768466
3679,39658337,418,1,16770249
3681,39021459,254,0,5121420
3681,39021257,200,0,10841719
3682,37736268,NA,0,5783620
3682,37723809,NA,1,362641
3682,37725856,NA,0,10164102
3683,39189972,NA,0,14126802
3683,39209146,NA,0,4544442
3687,37741915,NA,1,6183916
3687,37743911,525,0,5823987
3687,37748186,NA,0,5536109
3688,37736553,156,0,38052
3688,37736688,0,0,550060
3689,38431164,NA,1,2922682
3689,38479236,225,0,697744
3690,38503722,290,0,9858241
3690,39658338,395,0,16770250
3691,37951113,NA,0,13368627
3691,37930124,550,0,276936
3692,38601840,NA,0,16370000
3692,38602038,NA,1,7208938
3693,38545092,NA,1,12350417
3693,38550658,NA,0,8789502
3694,37765470,595,0,5015135
3694,37746231,NA,1,14066651
3695,39198838,150,0,13387814
3695,39198857,120,0,13498826
3696,39200265,235,0,16581075
3696,39199623,300,0,2412901
3696,39202001,75,0,13053792
3697,38061299,75,0,15896024
3697,38060661,100,0,15275646
3697,38078543,125,0,13807619
3697,38065274,160,0,10411763
3697,38101416,75,0,16189651
3698,39590952,NA,0,13321253
3698,39596015,NA,0,2804180
3698,39576606,NA,0,4207711
3700,38956075,325,0,59158
3700,38956751,NA,0,5536109
3701,38576104,0,0,11902700
3701,38574742,280,0,7135096
3702,38098917,80,0,2742396
3702,38086710,120,1,11516346
3703,37784533,NA,0,7488185
3703,37781874,NA,1,2922682
3704,38739019,NA,0,6521959
3704,38738748,445,0,5015135
3704,38740663,285,1,6085764
3704,39658339,398,0,16770251
3705,39119721,NA,0,4544442
3705,39111005,NA,0,15369601
3705,39116197,NA,0,5021089
3705,39113727,70,0,6140469
3705,39114959,NA,0,2349006
3706,39484701,NA,0,5507135
3706,39481749,NA,1,15004583
3706,39481710,NA,0,3695997
3706,39482860,360,0,14100188
3706,39542607,NA,0,13259690
3708,39591826,NA,0,16638338
3708,39573863,NA,0,7473778
3709,37871492,146,0,1990310
3709,37871525,105,0,6647893
3709,37893903,95,0,15952320
3709,37875979,90,0,13125984
3709,37892233,150,0,16160691
3710,38604884,NA,0,5407076
3710,38649124,NA,0,6300665
3710,39655328,401,0,16767240
3711,39157124,NA,1,5536109
3712,38058634,450,0,13765677
3713,37973295,80,0,3056330
3713,37968894,34.99,0,4766977
3713,37994338,190,1,12778977
3714,39283252,NA,0,4442755
3714,39282523,850,0,714680
3715,39023268,89,0,4731190
3715,39035739,NA,0,6022597
3716,38563076,NA,1,5423509
3716,39656555,408,0,16768467
3717,39564179,0.01,0,5836949
3717,39658340,409,0,16770252
3718,38452812,NA,1,4442755
3718,39655329,373,0,16767241
3719,37990978,NA,0,549873
3719,37977171,NA,1,12359689
3719,37977214,NA,0,712920
3719,37979124,NA,0,4544442
3719,39658341,433,0,16770253
3720,39021110,NA,0,13094078
3721,39655330,364,0,16767242
3722,39602189,NA,0,3764913
3722,39590653,NA,0,851539
3723,37801231,NA,0,6056483
3723,37781891,NA,0,15810700
3723,39658342,374,0,16770254
3724,39199692,NA,0,9520106
3724,39655331,359,0,16767243
3725,38516716,NA,0,13355180
3725,39655332,362,0,16767244
3726,37961522,NA,0,24715
3726,37960807,NA,0,3242820
3728,38756505,75,0,954184
3728,38722888,150,0,6128770
3729,38951325,NA,1,8580801
3729,39658343,428,0,16770255
3730,38638836,NA,1,7674101
3730,38668536,NA,0,6284702
3731,38650074,NA,0,219602
3731,38648941,85,1,5021089
3731,38648024,NA,0,7237644
3732,38424228,170,0,4625757
3732,38415874,350,0,10590234
3732,38416912,280,0,3971673
3733,37828394,NA,0,15852937
3733,37821661,NA,1,2130578
3733,37822406,NA,0,8430079
3734,38666466,NA,1,5536109
3734,38676310,130,0,14704787
3734,39655333,355,0,16767245
3735,39097629,NA,1,4710058
3735,39129869,NA,0,5870545
3736,39311744,NA,0,1763807
3736,39309022,NA,1,14131973
3737,37878638,90,0,14036566
3739,39066723,120,0,11001364
3739,39091891,155,0,11904102
3739,39067833,100,0,16302314
3739,39081416,175,0,16563011
3740,38814584,75,0,9101564
3740,38814837,145,0,425203
3740,38814658,25,0,16501232
3741,38814397,560,0,14729813
3741,38800958,350,0,12602326
3744,39140716,395,0,3732482
3745,38880830,350,0,16159529
3745,38890287,430,0,2973648
3745,38885876,NA,0,12998359
3746,38187874,NA,0,7378222
3746,38147722,NA,0,5824107
3748,39655334,346,0,16767246
3749,38092008,NA,0,5783620
3749,38097184,NA,0,4684989
3749,38104107,NA,0,10377759
3750,38662920,180,0,13532817
3751,39658344,411,0,16770256
3752,39326986,NA,1,10237312
3752,39326921,295,0,3527602
3752,39655335,379,0,16767247
3754,38818793,150,0,2398169
3756,39658345,417,0,16770257
3758,38855909,150,0,11081497
3758,38804915,350,0,5404103
3758,38792892,250,0,9419427
3758,38820061,100,0,5399833
3758,38798855,325,0,16387592
3759,39427529,NA,0,4140740
3760,38986971,NA,0,8399277
3761,38563846,NA,0,5824107
3761,38634842,399,0,11486565
3761,38555798,160,1,8379493
3762,39015243,NA,0,8091997
3762,39016471,340,0,3971673
3762,39658346,430,0,16770258
3763,39529668,NA,0,13034627
3763,39541574,NA,0,13598717
3763,39538057,NA,0,7801755
3763,39516516,700,0,8489543
3764,39048154,NA,0,8411521
3764,39655336,370,0,16767248
3766,38579612,NA,1,8523875
3766,39655337,369,0,16767249
3767,38241561,NA,0,15856092
3767,38249660,NA,0,10321468
3767,38241566,NA,0,11869415
3767,39658347,378,0,16770259
3769,38770299,250,0,14821367
3769,38745313,190,0,5427521
3769,38745148,250,0,7986928
3770,38264371,70,0,16257802
3770,38263984,79,0,2714848
3770,38259170,81,0,12828504
3770,38258607,200,0,16287042
3770,38263965,29.99,0,4766977
3771,39003330,NA,0,10164102
3772,38674400,135,0,12090363
3772,38662373,45,0,15859414
3772,38669629,270,0,8232881
3772,38678036,162.5,0,13655293
3772,38657538,125,0,5497930
3774,39300458,100,0,16455808
3774,39308307,225,0,3871502
3774,39300470,120,0,15218488
3775,37835981,NA,1,4525178
3775,39656556,356,0,16768468
3776,39480103,245,0,13082009
3776,39484333,140,0,6494796
3776,39479841,0,0,15978758
3777,38410645,NA,0,2922236
3777,38419749,NA,0,15121390
3778,39522158,NA,0,6122252
3778,39504436,NA,1,10267917
3778,39655338,359,0,16767250
3779,39445317,149.99,1,9993872
3780,37818319,NA,1,7980713
3781,37941999,15,1,11398890
3782,39369949,NA,0,12282080
3782,39371751,NA,1,1763807
3782,39394630,250,0,4825345
3783,39247646,NA,0,14095541
3783,39248996,NA,0,1763807
3783,39242061,NA,1,14131973
3784,38365482,550,1,510243
3784,38366200,NA,0,5113450
3784,38375372,NA,0,6128434
3785,38939516,100,1,9601166
3786,38315060,NA,0,4140740
3786,38303419,NA,1,8151301
3786,39658348,415,0,16770260
3787,38107091,NA,0,4979660
3787,38046123,NA,1,14462289
3788,39237356,NA,0,15921289
3788,39201446,NA,0,9010326
3789,38397570,150,1,9548672
3790,39487309,NA,0,13598717
3790,39523926,NA,1,15346050
3791,38209185,1000,1,16170341
3792,39550698,NA,0,5674183
3792,39588505,NA,0,2176835
3792,39542950,NA,0,8411521
3792,39543914,135,0,427677
3792,39656557,378,0,16768469
3793,38666865,280,0,7135096
3793,38657460,NA,1,5682907
3793,39655339,386,0,16767251
3794,38794178,425,0,6085764
3794,38811499,NA,0,4526898
3795,38392291,NA,0,4731190
3795,38391459,220,1,8877658
3795,39655340,333,0,16767252
3796,37881809,NA,0,219602
3796,37869918,400,0,15432780
3796,37878248,NA,0,5021089
3797,38278580,NA,1,5783620
3797,38288710,NA,0,10072204
3797,39655341,391,0,16767253
3798,37873694,NA,0,1799313
3798,37874093,NA,1,7834843
3799,39441036,110,0,4302512
3799,39437693,0,0,8633241
3800,38580470,120,0,9907786
3800,38531923,90,0,10833867
3800,38527565,155,0,721711
3802,39222062,NA,0,8379493
3802,39229375,NA,0,5824107
3802,39222738,NA,0,5690491
3803,39439937,NA,0,5536109
3804,38212681,NA,0,13368627
3805,38028410,250,0,16198320
3806,38824631,120,0,9503181
3806,38823858,150,0,6128770
3806,38821460,60,0,16302624
3808,37953955,NA,1,10267233
3808,37996337,550,0,8357414
3810,38566506,150,0,7422732
3811,39460392,NA,0,6844790
3811,39459959,NA,0,1153624
3811,39460646,NA,0,7228051
3811,39490759,NA,0,5328238
3811,39459951,NA,1,13488921
3812,39133640,295,0,5015135
3812,39131055,250,0,9774564
3812,39130800,350,1,10219284
3812,39132476,NA,0,6521959
3812,39130753,300,0,9685879
3813,39333160,NA,0,5783620
3813,39333321,NA,0,858857
3814,39337958,80,0,14964220
3814,39327412,150,0,4153914
3814,39298899,99,0,15671159
3815,39295267,NA,0,7542497
3815,39656558,379,0,16768470
3816,38779501,NA,1,6056483
3816,39655342,389,0,16767254
3817,38684307,0,1,8289461
3817,38677360,270,0,2866799
3817,38667246,NA,0,5836949
3817,38667415,NA,0,8789502
3818,38120042,120,0,9554650
3818,38120146,160,0,2451234
3818,38109767,150,1,2344531
3819,39564874,1,0,16720159
3819,39564640,NA,0,8101631
3819,39553688,NA,0,14728915
3819,39656559,375,0,16768471
3820,39478915,100,0,9834677
3820,39481643,35,0,4766977
3822,38037173,65,0,14858458
3822,38026494,95,1,12008129
3822,38029481,89,0,14725461
3822,38026743,65,0,14983974
3823,39656560,367,1,16768472
3825,38599157,100,1,3274034
3826,39119624,NA,0,6050358
3826,38988640,100,0,15331511
3826,39655343,378,0,16767255
3827,38642968,NA,0,5783620
3827,38651367,NA,0,10164102
3828,39390211,NA,0,3242820
3829,38565993,NA,0,8411521
3829,38632245,NA,0,7542497
3830,39242033,NA,0,5690491
3830,39256056,1,0,11486565
3830,39239734,NA,0,5824107
3831,38389126,NA,0,14095541
3831,38382120,NA,1,6222218
3831,38386089,NA,0,1763807
3832,37742893,15,0,3941453
3832,37748757,95,1,228738
3833,38874707,125,0,10700730
3834,39289411,NA,0,15056177
3834,39276871,NA,0,638164
3834,39283858,NA,0,5507135
3834,39288936,NA,0,15659018
3834,39284997,NA,0,8580801
3836,39553292,NA,0,4207711
3837,38640660,NA,0,5021089
3837,38675919,NA,0,15376376
3837,38621711,NA,0,14126802
3837,38621041,75,1,15705048
3838,38117011,NA,0,15079889
3838,38084437,NA,1,14572025
3840,38702596,400,1,12972977
3840,39655344,334,0,16767256
3841,37933641,NA,0,14460592
3841,37933565,NA,0,12132203
3841,37933615,NA,0,12258477
3841,37933548,NA,0,1922972
3841,37933590,NA,0,12227844
3842,38837296,NA,0,5021089
3842,38836813,NA,0,10758824
3842,38841354,NA,0,4544442
3842,38836167,NA,0,712920
3842,39655345,365,0,16767257
3843,38153395,430,1,2973648
3844,37989695,149,0,4891816
3844,37973612,157,0,1646950
3845,39189548,NA,0,9975963
3845,39189558,NA,0,6302273
3845,39189693,175,0,10164102
3845,39656561,356,0,16768473
3846,38431515,NA,1,2612614
3847,38538762,350,1,352975
3847,38539413,NA,0,5722837
3847,39655346,344,0,16767258
3848,38829540,800,0,6288370
3848,38855798,NA,0,8573865
3849,37880850,NA,0,5080661
3849,37874237,NA,0,330699
3849,37881991,120,0,7511480
3851,38587695,NA,0,5536109
3851,38543721,NA,0,6427711
3851,39655347,352,0,16767259
3852,39340186,NA,0,6207743
3852,39362265,NA,0,2646809
3852,39340382,NA,0,15842518
3855,38150253,160,0,8669715
3855,38159654,186,0,15341784
3855,38154454,99,1,15150400
3856,38949124,165,0,8049472
3856,38925122,180,0,15986082
3856,38962676,100,0,16433823
3857,37779620,105,0,15322535
3857,37778824,100,0,3160563
3858,38999334,100,0,16318392
3858,38975107,200,1,679220
3858,38976738,89,0,14766583
3858,39045705,175,0,15980097
3859,39175726,345,1,5015135
3859,39656562,370,0,16768474
3860,39411286,180,0,5034422
3860,39409774,NA,0,13511352
3860,39409822,160,1,12707614
3861,38074361,175,0,7224932
3862,39445063,265,0,9722516
3862,39444273,350,1,10365986
3862,39475005,99,0,15817756
3863,39533644,NA,0,8580801
3863,39530403,500,0,6288370
3863,39549314,NA,0,3695997
3863,39655348,348,0,16767260
3865,38510895,NA,0,3399036
3865,38511515,NA,0,13540699
3865,38616764,NA,0,3482464
3865,38510933,NA,0,8010298
3865,38511114,NA,1,13509660
3866,39315675,NA,0,5918823
3867,39563257,75,0,13807619
3867,39563496,80,0,16122127
3867,39571268,85,0,10050501
3868,39172547,149,0,14725461
3868,39171801,149,1,12183991
3871,38429144,900,0,174421
3871,38454709,399,0,11354533
3872,38551015,425,0,11486565
3872,38544676,NA,0,5824107
3872,38541904,NA,0,9385679
3872,38548124,NA,0,12611
3872,38540761,NA,0,12354237
3873,39018819,100,1,6522338
3873,38981993,90,0,13788374
3873,39185159,100,0,4518346
3875,38486325,NA,0,8787665
3875,38486223,NA,1,7834843
3875,38486237,NA,0,7809657
3875,39655349,311,0,16767261
3876,37792292,NA,0,26886
3877,38330332,150,0,12418748
3877,38330398,NA,0,15889705
3877,38335228,NA,0,14462289
3877,38343889,NA,0,4979660
3878,39108609,180,0,12142470
3878,39114093,150,0,3869901
3878,39108430,210,0,8224246
3878,39195035,500,0,10136156
3879,39007209,75,0,16494306
3879,39026682,150,0,16392121
3879,38997295,40,1,16308875
3880,37913776,NA,0,1763807
3880,37911575,NA,0,14095541
3880,37904722,NA,0,14131973
3880,37904713,NA,1,13232647
3880,39656563,382,0,16768475
3882,39655350,350,0,16767262
3883,37880630,NA,1,6256438
3883,37899138,NA,0,1403467
3883,37880546,NA,0,6811639
3884,38192655,NA,0,8411521
3884,38191277,NA,0,427677
3884,38191563,NA,0,7542497
3884,38245969,340,0,12036191
3884,39658349,436,0,16770261
3885,38203339,260,1,14844712
3886,39599022,200,0,14982516
3886,39633600,150,0,16227803
3887,39341113,160,0,12590728
3888,38596537,NA,0,16372802
3888,38599089,NA,0,9751130
3888,38592842,95,0,3527602
3888,38598860,95,1,13416230
3889,39406043,NA,0,11902700
3889,39417561,280,0,7135096
3892,39050801,NA,0,13414501
3892,39050946,375,0,95758
3892,39056365,335,0,5015135
3892,39655351,338,0,16767263
3893,38182195,NA,0,6427711
3893,38180072,NA,1,5536109
3893,39655352,363,0,16767264
3894,38865577,500,0,16185175
3895,38135329,105,1,14288175
3896,39303978,NA,0,3764913
3896,39304072,NA,0,14506387
3896,39303445,NA,0,851539
3896,39655353,342,0,16767265
3897,39090493,245,0,6752048
3897,39140405,150,1,2303522
3897,39088910,295,0,9409813
3897,39123966,199,0,8753941
3898,37918684,NA,0,14066651
3899,37906135,NA,0,8580801
3899,37908554,NA,0,8573865
3900,38345741,NA,0,9526087
3900,38344249,NA,1,8411521
3900,38360133,NA,0,7542497
3901,39655354,358,1,16767266
3902,38769802,NA,0,2973648
3903,39459422,NA,0,14961707
3904,39303277,NA,0,12944738
3904,39304279,NA,0,14073342
3906,38261457,NA,0,6355964
3906,38311982,NA,0,5692663
3906,38253712,400,0,276936
3906,39656565,363,0,16768477
3907,38969766,135,0,16246794
3907,38982227,250,0,15875368
3907,38964664,170,1,14036566
3908,38105349,NA,1,13094078
3909,38148549,NA,0,12762378
3909,38223316,NA,0,4148179
3909,38143476,NA,1,12951640
3909,38151363,NA,0,13540699
3909,38151594,NA,0,11796167
3910,38287237,NA,0,7542497
3910,38286886,NA,0,8411521
3910,38287429,NA,1,9526087
3911,39655355,392,0,16767267
3912,38666352,NA,0,15432780
3912,38668643,NA,1,13398926
3913,39296818,NA,0,15376376
3913,39295956,NA,0,712920
3913,39295269,NA,0,13078111
3913,39295275,NA,0,549873
3914,39236600,NA,0,7182917
3914,39230419,NA,0,15852300
3914,39266669,NA,0,5712795
3914,39261152,NA,0,4806124
3915,39650081,90,0,13845097
3915,39569813,135,0,16246794
3915,39569430,149,1,6622530
3916,38207657,375,1,510243
3916,38239439,NA,0,6128434
3916,38207301,NA,0,5113450
3917,38327908,375,0,14965558
3917,38325276,595,0,5015135
3917,38324268,695,0,95758
3917,39658350,420,1,16770262
3918,39376802,1200,0,16579401
3919,38047211,150,0,15941830
3920,39655356,336,0,16767268
3922,39191173,140,0,16393052
3922,39112248,85,0,16026168
3923,37777168,NA,0,13232647
3923,37780322,NA,0,1763807
3924,38925058,155,1,15061027
3925,38851595,NA,0,1763807
3925,38852064,NA,0,13232647
3926,38757388,140,1,15271807
3926,38708938,260,0,9495527
3926,38742302,115,0,15647373
3927,39555055,0,0,7427501
3929,38646358,1,0,16404436
3931,37823898,NA,0,12740165
3932,38944813,NA,1,9374425
3933,37911360,NA,1,5870545
3933,37911757,NA,0,4710058
3933,39655357,327,0,16767269
3934,38492042,NA,0,4979660
3934,38495476,NA,0,14462289
3934,39656566,357,0,16768478
3935,38929983,275,1,76329
3936,38368839,800,0,8489543
3936,38368806,NA,0,7980713
3936,38371939,NA,0,13789423
3936,38371672,NA,0,1315718
3936,38376438,NA,0,13034627
3937,38870739,NA,0,10235292
3937,38859883,NA,1,5423509
3937,38890363,NA,0,16438078
3937,39656567,352,0,16768479
3938,39181367,240,0,10164102
3938,39180772,NA,0,9975963
3938,39180781,69,0,10795127
3938,39193717,NA,0,5783620
3938,39182531,NA,0,3274625
3939,38802989,NA,0,5536109
3939,38803001,225,0,2748821
3940,37750289,NA,1,6446824
3940,37756864,NA,0,302105
3943,38319809,340,0,3971673
3944,39140445,295,1,3527602
3945,38841714,NA,0,4544442
3945,38845201,70,0,6140469
3945,38829618,NA,0,13034456
3945,38844212,NA,0,2349006
3945,39658351,413,1,16770263
3946,38911421,145,0,15196022
3947,37843320,NA,0,1763807
3947,37800713,NA,1,14095541
3948,37839044,NA,0,712920
3948,37837881,250,1,15432780
3948,37843905,NA,0,14126802
3949,39655358,361,0,16767270
3952,38262612,350,0,5326709
3952,38206108,0,0,8633241
3952,38238028,150,1,3028233
3954,39437914,NA,1,8454660
3956,38565398,185,0,13835556
3956,38568170,180,1,2940226
3957,37812571,NA,1,7514581
3957,37813722,NA,0,11116999
3957,37827647,NA,0,7182917
3957,37883269,NA,0,4806124
3957,39658352,431,0,16770264
3958,38922968,NA,0,4494248
3958,38909700,NA,1,2612614
3958,39655359,341,0,16767271
3959,37850378,290,0,12036191
3959,39658353,410,0,16770265
3960,39439121,65,0,15579025
3961,39571085,120,0,10217909
3962,39232913,35,0,2351921
3964,38810464,NA,1,5918823
3964,39655360,341,0,16767272
3965,37746733,230,0,15432780
3966,37830352,NA,0,12949204
3966,39655361,377,0,16767273
3967,38924325,NA,1,4494248
3968,38357195,NA,1,9421506
3968,38389107,1050,0,48087
3968,38418227,NA,0,16306197
3968,39656568,400,0,16768480
3969,39407442,150,0,9281929
3970,39188713,NA,0,5021089
3970,39655362,363,0,16767274
3973,39658354,390,1,16770266
3974,39305548,NA,1,7182917
3974,39306560,NA,0,15852300
3974,39316297,NA,0,11116999
3974,39309167,NA,0,4806124
3974,39373295,NA,0,5712795
3975,39352691,100,0,8167591
3977,38417050,NA,0,8580801
3977,38387254,NA,0,5864613
3977,38358289,NA,1,3695997
3978,37917958,475,0,95758
3978,37919962,NA,0,6521959
3978,37917671,NA,0,11086839
3978,37919385,213,0,9774564
3979,39180353,NA,0,11796167
3979,39175473,NA,0,3399036
3979,39658355,421,0,16770267
3981,38714680,120,1,14036566
3982,37898408,150,0,8877658
3982,37889769,NA,1,6022597
3982,37891043,89,0,4731190
3984,39050084,NA,0,11269854
3984,39658356,414,0,16770268
3985,38558419,NA,0,12740165
3985,38546335,NA,0,735717
3985,38534929,NA,1,12869882
3985,39655363,386,0,16767275
3986,39237757,99,1,15150400
3986,39186759,90,0,7704811
3986,39207212,100,0,13825617
3986,39210875,145,0,13763611
3986,39182203,120,0,15828404
3987,38464599,NA,1,7674101
3987,38470497,NA,0,6284702
3987,39656569,346,0,16768481
3988,38107211,NA,0,4979660
3988,38081903,480,0,276936
3988,39655364,338,0,16767276
3990,37873130,NA,0,12120744
3990,37873188,NA,0,5464297
3990,39655365,368,0,16767277
3991,39326521,165,0,4637602
3991,39325678,200,0,15401424
3991,39324812,328,0,11152046
3992,39077046,250,0,12929101
3992,39078031,240,1,16513522
3992,39067433,250,0,3009589
3992,39067014,225,0,6445274
3993,38897209,95,0,13764888
3993,38881824,125,1,12336581
3994,39404731,400,0,15962859
3994,39393250,NA,0,12740165
3994,39656570,405,0,16768482
3995,38694739,NA,0,6744989
3995,38694252,NA,0,15943142
3995,38701267,NA,0,11869415
3995,38695151,NA,0,15742413
3996,38141131,150,1,11384387
3996,38141781,160,0,14036566
3997,38848056,395,1,5015135
3997,38847701,465,0,95758
3998,39098115,NA,0,6022597
3998,39656571,395,0,16768483
3999,39207575,120,0,9660440
4000,38860832,500,0,10558441
4000,38805545,NA,0,5119820
4001,39018712,NA,0,15132934
4001,39019035,NA,0,4442755
4001,39027384,NA,1,15346050
4001,39019041,NA,0,13034627
4002,38184478,NA,0,6300665
4002,38185050,NA,0,5407076
4002,39655366,359,0,16767278
4003,39426980,295,0,14804019
4003,39472213,25,0,15978572
4004,39658357,411,1,16770269
4005,39102181,385,0,5015135
4005,39096528,NA,0,6521959
4005,39098148,325,0,9685879
4006,37939304,500,0,14729813
4006,37939902,NA,0,6744989
4006,37969633,NA,0,4983113
4006,39655367,335,0,16767279
4008,38158458,NA,0,2612614
4008,39655368,341,0,16767280
4010,38154812,NA,0,2576188
4011,38657082,375,0,3920387
4011,38653961,199,0,8753941
4011,38654156,300,0,765639
4011,38654012,275,0,8379493
4012,38454292,195,1,11281094
4013,38690891,120,0,15293967
4013,38685903,100,0,5743056
4014,38670468,700,0,5674323
4014,38576682,375,0,3008316
4014,38591936,375,0,14370558
4016,39655369,356,1,16767281
4017,38553163,525,1,16378166
4017,38571929,0,0,11902700
4017,39655370,363,0,16767282
4018,39547413,NA,1,13321253
4018,39530547,NA,0,16220704
4018,39655371,351,0,16767283
4019,39254389,NA,1,6744989
4019,39255575,NA,0,8083774
4020,38235882,NA,0,2922236
4020,38237111,NA,0,512253
4021,38486192,NA,0,6811639
4022,37779887,130,0,14704787
4022,37762957,NA,0,5536109
4023,39658358,415,0,16770270
4024,39528204,100,0,4514925
4024,39584297,162,0,43930
4024,39530841,120,0,8226532
4025,37759172,NA,0,13368627
4026,37783302,NA,1,4526898
4026,37783761,NA,0,14251069
4027,39255200,NA,0,9544229
4027,39259369,NA,0,7237644
4027,39262407,NA,0,14287697
4027,39253043,85,0,5021089
4027,39288939,NA,0,219602
4028,38100600,250,0,6605505
4028,38094203,NA,1,14032955
4029,38238620,NA,0,6744989
4029,39655372,372,0,16767284
4030,38604361,225,1,9774564
4030,38609370,335,0,5015135
4030,38604653,325,0,9416286
4031,39058943,110,0,8790331
4031,39073678,100,0,16236906
4031,39059130,110,1,16065686
4032,39073178,135,0,556777
4032,39070133,100,0,13520293
4032,39069079,125,1,15319999
4033,38760586,200,0,15705381
4033,38753726,150,0,16456126
4033,38742583,150,1,14659138
4034,39062572,400,0,14917370
4034,39071828,120,0,16556207
4034,39063654,NA,0,11483731
4035,39655373,346,1,16767285
4036,37951640,250,0,15768589
4037,38553499,NA,0,9471741
4038,39037483,NA,0,8573865
4038,39037043,NA,1,5864613
4038,39043502,NA,0,8580801
4038,39064458,NA,0,13259690
4038,39045161,NA,0,3695997
4039,38974270,NA,0,9521220
4039,38975246,NA,0,16181739
4040,38959196,NA,0,13488392
4041,38993482,300,0,6471251
4041,38988068,99,0,15150400
4041,38987118,65,0,7505443
4042,37904995,NA,0,16156267
4042,37899284,NA,0,9634965
4042,37897126,NA,0,13498826
4043,38228877,NA,1,8411521
4043,39655374,348,0,16767286
4044,39286781,300,0,3971673
4046,38376807,NA,1,14131973
4046,38380344,NA,0,9723670
4046,38377574,NA,0,1763807
4046,38439237,NA,0,13232647
4047,39496213,110,1,2757341
4048,38656520,25,0,14421597
4048,38686126,100,0,9749609
4049,38292306,110,0,11516346
4049,38305059,135,0,13222287
4050,38000363,100,0,16157921
4050,37966744,145,0,8669715
4051,38223119,150,0,7397752
4051,38228848,125,0,2141451
4051,38225068,120,0,16065296
4052,37805810,65,0,3122510
4052,37800399,113,1,1646950
4054,38713014,NA,0,330699
4057,39655375,364,0,16767287
4058,37769153,250,0,12236704
4059,38258264,145,0,9782258
4059,38259836,150,0,1292825
4059,38264232,90,0,15124163
4060,39444517,90,0,13387814
4060,39655376,385,0,16767288
4061,37779865,NA,1,2922236
4061,37803872,NA,0,512253
4062,38678330,NA,1,5824107
4062,38688894,NA,0,12611
4062,38686604,NA,0,14519141
4062,39655377,345,0,16767289
4063,39375826,150,0,15375404
4063,39404480,20,0,16043906
4064,38482600,NA,0,5536109
4067,39537256,NA,0,7542497
4067,39529424,NA,0,11020751
4067,39655378,384,0,16767290
4068,38413343,165,0,7997975
4068,38413332,180,0,10869944
4069,37851908,140,0,15271807
4069,37867371,130,0,9721631
4069,37887112,120,0,13514468
4070,39317032,NA,1,585510
4071,39655379,337,1,16767291
4072,38047195,NA,0,5536109
4074,37983233,70,1,15054272
4074,38004946,300,0,101191
4075,37900069,NA,0,7511480
4076,39335165,207,0,15352571
4076,39334929,239,0,10897618
4076,39335420,125,1,14825493
4077,39459141,385,0,9409813
4077,39442368,180,0,6752048
4077,39442386,145,0,15005771
4077,39448925,475,0,3920387
4078,38928394,NA,1,15962859
4079,38849956,NA,0,5021089
4079,38849552,NA,0,712920
4079,38851845,NA,0,14287697
4079,38849966,NA,0,15376376
4079,38903297,NA,0,4544442
4080,37862173,NA,0,6744989
4080,37860865,NA,1,10321468
4080,39658359,392,0,16770271
4081,38528376,100,0,11143441
4082,39535512,90,0,8811496
4082,39546824,34,0,10431468
4082,39534083,90,0,8995653
4082,39534259,100,0,16693627
4083,38030610,NA,0,6710850
4083,38029401,NA,1,450909
4084,38818020,NA,0,5783620
4084,38818554,NA,0,6031923
4084,38820014,199,1,15015758
4084,38823067,280,0,15649878
4084,39656572,339,0,16768484
4085,38978961,240,1,4674209
4085,39057342,200,0,6181103
4086,38548247,NA,1,7237644
4086,38554590,NA,0,14126802
4086,38591650,NA,0,15376376
4086,38550725,NA,0,2349006
4086,38549538,NA,0,15432780
4088,39025468,145,0,7141199
4088,38978720,265,0,7997975
4088,39069143,170,0,16520598
4089,37794785,NA,1,12841129
4090,39170350,NA,0,5836949
4090,39170668,NA,0,2646809
4090,39170153,NA,1,5918823
4091,38147002,NA,1,5836949
4091,38147749,NA,0,15842518
4091,38180078,NA,0,2646809
4091,38150667,NA,0,7166095
4091,39655380,389,0,16767292
4092,38366628,NA,0,5536109
4093,38266724,125,1,16289980
4093,38269786,99,0,14224722
4094,39655381,330,0,16767293
4095,39251925,NA,0,6427711
4095,39252608,NA,0,5536109
4096,39480154,350,0,13765677
4096,39468919,250,0,15926867
4097,39559276,399,0,16110715
4097,39549970,480,0,276936
4097,39549773,NA,0,13094078
4097,39655382,363,0,16767294
4098,38122424,75,0,5802684
4099,38761377,NA,0,6427711
4100,38495828,NA,0,330699
4100,38496895,NA,0,7511480
4101,38229592,150,0,15804939
4101,38229722,109,0,1517078
4102,39454853,200,0,13454587
4103,39112857,NA,0,1403467
4103,38971988,NA,1,6811639
4104,38650591,300,0,5677332
4104,38645616,150,0,13560038
4104,38648754,140,0,15144164
4104,38649161,175,0,8796902
4105,39613782,NA,0,15079889
4105,39492231,NA,0,2612614
4106,38596066,225,1,16378166
4106,38596069,175,0,16211156
4107,38612258,NA,0,10136083
4107,38621049,NA,0,512253
4107,38615648,NA,0,2922236
4109,38546609,NA,0,8411521
4109,38546615,NA,0,7542497
4109,38546929,NA,0,11020751
4109,39655383,329,0,16767295
4110,39655384,403,1,16767296
4111,38445366,120,0,8774921
4111,38445075,200,1,16025302
4111,38445132,350,0,6302794
4112,38086345,NA,0,5254832
4112,38086660,NA,0,15331511
